9	4	11	1	4	4	6	6	-9	-9	-9	-9	-9	-9	-9	-9
10	1	6	1	11	-9	1	3	2	2	4	2	1	2	3	3
10	2	7	0	11	3	-9	4	4	4	4	5	3	3	4	3
10	3	9	0	11	3	3	-9	3	2	5	4	2	3	5	4
10	4	10	1	11	1	2	4	-9	3	4	3	2	4	4	3
10	5	9	0	11	2	3	5	4	-9	4	3	3	3	4	4
10	6	7	1	11	2	2	3	3	1	-9	2	1	3	3	3
10	7	9	0	11	4	3	4	4	5	4	-9	3	4	4	3
10	8	7	0	11	2	2	4	4	3	5	4	-9	3	3	3
10	9	6	1	11	1	1	2	2	2	4	2	1	-9	3	3
10	10	8	1	11	1	2	2	3	2	4	2	1	3	-9	2
10	11	7	1	11	1	1	3	2	1	3	2	1	3	3	-9
11	1	12	1	9	-9	6	6	5	5	7	7	6	5	-9	-9
11	2	10	0	9	5	-9	6	5	5	7	6	5	6	-9	-9
11	3	10	0	9	3	5	-9	4	5	7	6	6	4	-9	-9
11	4	10	0	9	4	5	6	-9	5	7	6	5	5	-9	-9
11	5	9	0	9	5	4	5	4	-9	6	7	5	5	-9	-9
11	6	10	1	9	5	5	6	3	4	-9	7	5	5	-9	-9
11	7	11	1	9	7	6	6	5	5	8	-9	6	6	-9	-9
11	8	11	1	9	5	4	6	5	5	7	6	-9	6	-9	-9
11	9	10	0	9	4	5	6	6	5	7	7	6	-9	-9	-9
12	1	10	0	5	-9	5	7	5	5	-9	-9	-9	-9	-9	-9
12	2	11	0	5	4	-9	6	6	5	-9	-9	-9	-9	-9	-9
12	3	11	0	5	5	4	-9	6	6	-9	-9	-9	-9	-9	-9
12	4	12	1	5	5	5	7	-9	6	-9	-9	-9	-9	-9	-9
12	5	12	1	5	6	5	7	7	-9	-9	-9	-9	-9	-9	-9
13	1	11	1	9	-9	4	4	2	4	5	5	3	4	-9	-9
13	2	11	1	9	4	-9	5	4	5	7	5	3	4	-9	-9
13	3	8	0	9	5	4	-9	4	3	6	6	4	4	-9	-9
13	4	11	0	9	3	4	6	-9	5	6	6	4	4	-9	-9
13	5	10	1	9	3	4	2	3	-9	5	4	4	4	-9	-9
13	6	11	1	9	3	4	5	4	4	-9	4	4	4	-9	-9
13	7	9	1	9	3	4	3	3	5	5	-9	2	4	-9	-9
13	8	9	0	9	4	5	5	5	5	5	5	-9	5	-9	-9
13	9	9	1	9	2	3	4	3	4	5	4	3	-9	-9	-9
14	1	7	1	8	-9	3	6	4	4	5	5	5	-9	-9	-9
14	2	9	1	8	4	-9	5	5	4	5	5	4	-9	-9	-9
14	3	7	1	8	4	4	-9	4	5	5	4	4	-9	-9	-9
14	4	9	1	8	4	5	5	-9	5	6	5	4	-9	-9	-9
14	5	7	1	8	3	3	5	4	-9	5	6	4	-9	-9	-9
14	6	8	1	8	4	4	6	5	3	-9	6	4	-9	-9	-9
14	7	6	1	8	2	3	5	4	4	4	-9	3	-9	-9	-9
14	8	8	1	8	4	5	6	5	4	6	5	-9	-9	-9	-9
15	1	10	0	7	-9	5	7	5	6	7	6	-9	-9	-9	-9
15	2	9	0	7	5	-9	6	5	6	6	5	-9	-9	-9	-9
15	3	10	1	7	5	5	-9	5	7	8	8	-9	-9	-9	-9
15	4	10	0	7	4	4	6	-9	5	7	6	-9	-9	-9	-9
15	5	9	1	7	5	6	7	5	-9	7	6	-9	-9	-9	-9
15	6	11	0	7	5	4	7	6	5	-9	6	-9	-9	-9	-9
15	7	10	1	7	6	7	7	6	8	8	-9	-9	-9	-9	-9
16	1	11	0	7	-9	6	7	7	5	8	6	-9	-9	-9	-9
16	2	11	1	7	5	-9	7	7	6	8	8	-9	-9	-9	-9
16	3	12	1	7	4	6	-9	7	7	7	7	-9	-9	-9	-9
16	4	11	1	7	5	5	6	-9	5	8	6	-9	-9	-9	-9
16	5	12	0	7	5	7	8	8	-9	8	8	-9	-9	-9	-9
16	6	12	0	7	5	5	7	5	5	-9	7	-9	-9	-9	-9
16	7	12	1	7	5	5	7	6	6	7	-9	-9	-9	-9	-9
17	1	8	0	9	-9	4	4	5	4	6	4	5	4	-9	-9
17	2	10	0	9	3	-9	6	5	5	7	6	5	4	-9	-9
17	3	10	0	9	2	3	-9	4	4	7	5	5	5	-9	-9
17	4	10	0	9	5	3	5	-9	4	6	5	4	5	-9	-9
17	5	9	0	9	2	4	6	4	-9	5	4	4	4	-9	-9
17	6	10	1	9	2	3	4	4	3	-9	4	4	3	-9	-9
17	7	8	0	9	2	3	5	3	4	5	-9	3	4	-9	-9
17	8	9	1	9	2	2	3	4	4	7	3	-9	3	-9	-9
17	9	8	0	9	2	3	5	3	4	6	4	4	-9	-9	-9
18	1	10	1	7	-9	6	7	6	5	7	7	-9	-9	-9	-9
18	2	9	1	7	6	-9	6	5	6	7	7	-9	-9	-9	-9
18	3	11	0	7	5	5	-9	6	5	8	7	-9	-9	-9	-9
18	4	10	0	7	5	5	7	-9	6	7	5	-9	-9	-9	-9
18	5	11	0	7	5	6	7	6	-9	7	7	-9	-9	-9	-9
18	6	10	0	7	6	5	7	6	6	-9	6	-9	-9	-9	-9
18	7	9	1	7	5	5	5	5	5	7	-9	-9	-9	-9	-9
19	1	9	0	9	-9	3	4	5	4	6	4	4	4	-9	-9
19	2	9	1	9	3	-9	4	3	4	5	2	2	4	-9	-9
19	3	12	0	9	3	4	-9	4	5	6	5	3	6	-9	-9
19	4	10	1	9	2	3	5	-9	4	6	4	2	4	-9	-9
19	5	9	1	9	2	3	3	4	-9	6	4	2	5	-9	-9
19	6	11	1	9	3	4	4	4	5	-9	4	3	4	-9	-9
19	7	9	0	9	3	4	5	5	4	6	-9	3	5	-9	-9
19	8	10	0	9	3	3	6	5	5	6	5	-9	5	-9	-9
19	9	10	1	9	2	3	4	4	4	6	4	3	-9	-9	-9
20	1	11	0	8	-9	4	5	4	4	7	5	5	-9	-9	-9
20	2	9	1	8	3	-9	3	5	4	5	5	4	-9	-9	-9
20	3	10	0	8	2	4	-9	4	4	5	5	4	-9	-9	-9
20	4	11	1	8	4	4	3	-9	4	6	5	3	-9	-9	-9
20	5	10	0	8	4	3	4	5	-9	6	5	4	-9	-9	-9
20	6	10	1	8	3	4	4	4	4	-9	6	4	-9	-9	-9
20	7	9	1	8	3	4	4	4	3	5	-9	4	-9	-9	-9
20	8	10	1	8	3	3	5	5	4	5	5	-9	-9	-9	-9
